"","Age","Cause","Contribution","Period1","Period2","Sex","Country","Sources","e01","e02","Cause.name","Country.name","dif","e01","e02","dif"
"59361",0,2,0.665409683945551,"1990-1995","1995-2000",1,2340,"CEPAL2010",63.5424371102627,65.9074672420307,"Infectious","NICARAGUA",2.36503013176801,68.7145290040668,71.0720849969969,2.35755599293006
"59669",0,2,0.265032635772054,"1995-2000","2000-2005",1,2340,"CEPAL2010",65.9074672420307,67.9789508757958,"Infectious","NICARAGUA",2.0714836337651,71.0720849969969,73.8114141616589,2.73932916466197
"59977",0,2,0.0728288860945421,"2000-2005","2005-2010",1,2340,"CEPAL2010",67.9789508757958,69.9118577057347,"Infectious","NICARAGUA",1.93290682993883,73.8114141616589,75.9900766976155,2.17866253595662
"60285",0,2,0.0592698060063548,"2005-2010","2010-2015",1,2340,"CEPAL2010",69.9118577057347,71.515269020556,"Infectious","NICARAGUA",1.60341131482134,75.9900766976155,77.6174467177849,1.62737002016938
"61825",0,2,0.164756406719633,"1990-1995","1995-2000",1,2360,"CEPAL2010",66.3149552743947,67.2158928718725,"Infectious","PARAGUAY",0.900937597477778,70.8158444765854,71.7337317431767,0.917887266591308
"62133",0,2,0.200891017650954,"1995-2000","2000-2005",1,2360,"CEPAL2010",67.2158928718725,68.7137623641271,"Infectious","PARAGUAY",1.49786949225461,71.7337317431767,72.9309080797874,1.1971763366107
"62441",0,2,0.150818085264687,"2000-2005","2005-2010",1,2360,"CEPAL2010",68.7137623641271,69.7112609361457,"Infectious","PARAGUAY",0.997498572018614,72.9309080797874,73.9296682502761,0.998760170488708
"62749",0,2,0.0533045684400431,"2005-2010","2010-2015",1,2360,"CEPAL2010",69.7112609361457,70.71283649537,"Infectious","PARAGUAY",1.00157555922425,73.9296682502761,74.9270655100444,0.997397259768277
"64289",0,2,0.138384222670044,"1990-1995","1995-2000",1,2370,"CEPAL2010",64.411697469429,66.8106826060351,"Infectious","PERU",2.39898513660609,69.2119370538342,71.8770030375905,2.66506598375635
"64597",0,2,0.0350733707203033,"1995-2000","2000-2005",1,2370,"CEPAL2010",66.8106826060351,69.0208485305585,"Infectious","PERU",2.21016592452341,71.8770030375905,74.333599980903,2.45659694331248
"64905",0,2,-0.00441823507536764,"2000-2005","2005-2010",1,2370,"CEPAL2010",69.0208485305585,70.5185731922842,"Infectious","PERU",1.49772466172566,74.333599980903,75.876385978588,1.54278599768497
"65213",0,2,0.0373960850709078,"2005-2010","2010-2015",1,2370,"CEPAL2010",70.5185731922842,71.5547723808322,"Infectious","PERU",1.0361991885481,75.876385978588,76.8380197663929,0.961633787804942
"66753",0,2,0.402042918800594,"1990-1995","1995-2000",1,2170,"CEPAL2010",66.388601116601,67.1903042279084,"Infectious","DOMINICAN REPUBLIC",0.801703111307447,71.823414081273,73.0548439526611,1.23142987138807
"67061",0,2,0.212655781415819,"1995-2000","2000-2005",1,2170,"CEPAL2010",67.1903042279084,68.0662922003508,"Infectious","DOMINICAN REPUBLIC",0.87598797244236,73.0548439526611,74.2585401619382,1.20369620927713
"67369",0,2,0.079770033741393,"2000-2005","2005-2010",1,2170,"CEPAL2010",68.0662922003508,69.1416396889018,"Infectious","DOMINICAN REPUBLIC",1.07534748855099,74.2585401619382,75.3563401308104,1.09779996887218
"67677",0,2,0.0158032380572801,"2005-2010","2010-2015",1,2170,"CEPAL2010",69.1416396889018,70.120471405165,"Infectious","DOMINICAN REPUBLIC",0.978831716263272,75.3563401308104,76.356288598964,0.999948468153576
"69217",0,2,0.0124669169375405,"1990-1995","1995-2000",1,2460,"CEPAL2010",69.2307292128183,70.4623831792813,"Infectious","URUGUAY",1.23165396646306,76.9256776608056,77.9943528231265,1.06867516232087
"69525",0,2,0.018862980787774,"1995-2000","2000-2005",1,2460,"CEPAL2010",70.4623831792813,71.6039276030108,"Infectious","URUGUAY",1.14154442372946,77.9943528231265,78.9409855585438,0.946632735417296
"69833",0,2,0.016742989239597,"2000-2005","2005-2010",1,2460,"CEPAL2010",71.6039276030108,72.7677763750715,"Infectious","URUGUAY",1.16384877206069,78.9409855585438,79.8604133629966,0.919427804452809
"70141",0,2,0.0165065964092362,"2005-2010","2010-2015",1,2460,"CEPAL2010",72.7677763750715,73.7307581885979,"Infectious","URUGUAY",0.96298181352644,79.8604133629966,80.6298276124481,0.769414249451572
"71681",0,2,0.0352095732583551,"1990-1995","1995-2000",1,2150,"UN",72.184832934236,73.3408680039416,"Infectious","CUBA",1.15603506970557,75.5045308002575,76.8024285249118,1.29789772465428
"71947",0,2,0.0331122022835483,"1995-2000","2000-2005",1,2150,"UN",73.3408680039416,74.3124565869666,"Infectious","CUBA",0.971588583025053,76.8024285249118,77.523051662611,0.720623137699192
"72213",0,2,-0.000120774248956913,"2000-2005","2005-2010",1,2150,"UN",74.3124565869666,75.2100412024972,"Infectious","CUBA",0.897584615530576,77.523051662611,78.3103428878413,0.787291225230305
"72479",0,2,0.00653915676479249,"2005-2010","2010-2015",1,2150,"UN",75.2100412024972,75.5609292177652,"Infectious","CUBA",0.350888015268012,78.3103428878413,78.6762811628713,0.36593827502999
"73809",0,2,0.395144475041424,"1990-1995","1995-2000",1,2170,"UN",65.2498722945725,66.043651252503,"Infectious","DOMINICAN REPUBLIC",0.793778957930442,70.3251200831051,71.3845350193028,1.05941493619771
"74075",0,2,0.20903390861114,"1995-2000","2000-2005",1,2170,"UN",66.043651252503,66.9124307794704,"Infectious","DOMINICAN REPUBLIC",0.868779526967415,71.3845350193028,72.4188393855464,1.03430436624359
"74341",0,2,0.0783665972679555,"2000-2005","2005-2010",1,2170,"UN",66.9124307794704,67.9300201649142,"Infectious","DOMINICAN REPUBLIC",1.01758938544378,72.4188393855464,73.3726182702934,0.953778884747038
"74607",0,2,0.0155167143192913,"2005-2010","2010-2015",1,2170,"UN",67.9300201649142,68.8534256042813,"Infectious","DOMINICAN REPUBLIC",0.92340543936713,73.3726182702934,74.2339447257596,0.861326455466184
"75937",0,2,0.0732228155009114,"1995-2000","2000-2005",1,2270,"UN",55.202618151166,56.3651411836448,"Infectious","HAITI",1.16252303247879,58.6092961103962,59.8422636630985,1.2329675527023
"76469",0,2,0.234100372370142,"1990-1995","1995-2000",1,2290,"UN",68.8055972471844,68.647132282611,"Infectious","JAMAICA",-0.158464964573469,73.2948979947226,73.5256713003999,0.230773305677346
"76735",0,2,-0.00388815698908228,"1995-2000","2000-2005",1,2290,"UN",68.647132282611,69.244860433314,"Infectious","JAMAICA",0.59772815070302,73.5256713003999,74.1464236540704,0.620752353670454
"77001",0,2,-0.0231623788699265,"2000-2005","2005-2010",1,2290,"UN",69.244860433314,70.7630446273055,"Infectious","JAMAICA",1.51818419399153,74.1464236540704,75.1701431039934,1.02371944992301
"77267",0,2,0.0170065110919783,"2005-2010","2010-2015",1,2290,"UN",70.7630446273055,71.998585914452,"Infectious","JAMAICA",1.23554128714652,75.1701431039934,76.0270062971978,0.85686319320439
"78597",0,2,-0.0162113135081559,"1990-1995","1995-2000",1,2380,"UN",68.6062600718162,69.4896598691856,"Infectious","PUERTO RICO",0.883399797369364,77.0534741442452,77.646218997128,0.592744852882731
"78863",0,2,0.00752675445393223,"1995-2000","2000-2005",1,2380,"UN",69.4896598691856,71.675903660752,"Infectious","PUERTO RICO",2.18624379156645,77.646218997128,78.6181058353476,0.971886838219675
"79129",0,2,-0.00133356561799745,"2000-2005","2005-2010",1,2380,"UN",71.675903660752,72.7145860632034,"Infectious","PUERTO RICO",1.03868240245134,78.6181058353476,79.2748532454232,0.656747410075511
"79395",0,2,-0.00725539734232176,"2005-2010","2010-2015",1,2380,"UN",72.7145860632034,73.9696720941743,"Infectious","PUERTO RICO",1.25508603097089,79.2748532454232,80.2097483380205,0.93489509259733
"80725",0,2,0.00104503743135389,"1990-1995","1995-2000",1,2440,"UN",65.1665435103574,64.7968040621358,"Infectious","TRINIDAD AND TOBAGO",-0.36973944822158,70.5871900134466,71.3192362130284,0.732046199581788
"80991",0,2,-0.00573870413338397,"1995-2000","2000-2005",1,2440,"UN",64.7968040621358,64.8932124975598,"Infectious","TRINIDAD AND TOBAGO",0.09640843542401,71.3192362130284,71.6923339477649,0.373097734736433
"81257",0,2,-0.0230384422658767,"2000-2005","2005-2010",1,2440,"UN",64.8932124975598,65.5853106499372,"Infectious","TRINIDAD AND TOBAGO",0.692098152377383,71.6923339477649,72.0651921847009,0.372858236936082
"81523",0,2,0.00910521270335577,"2005-2010","2010-2015",1,2440,"UN",65.5853106499372,66.5526541184236,"Infectious","TRINIDAD AND TOBAGO",0.967343468486405,72.0651921847009,72.8212473663002,0.75605518159928
"82853",0,2,0.0114705940681109,"1990-1995","1995-2000",1,2140,"UN",72.7564042429218,73.614988814782,"Infectious","COSTA RICA",0.858584571860177,76.9558453586539,77.6151606419112,0.659315283257342
"83119",0,2,0.0193589997891879,"1995-2000","2000-2005",1,2140,"UN",73.614988814782,74.2491427547377,"Infectious","COSTA RICA",0.634153939955709,77.6151606419112,78.1697805978603,0.554619955949079
"83385",0,2,0.0105657736508945,"2000-2005","2005-2010",1,2140,"UN",74.2491427547377,74.677541627268,"Infectious","COSTA RICA",0.428398872530295,78.1697805978603,78.6142602688242,0.444479670963901
"83651",0,2,0.00563663994738616,"2005-2010","2010-2015",1,2140,"UN",74.677541627268,75.1501605226294,"Infectious","COSTA RICA",0.472618895361407,78.6142602688242,79.1750563518344,0.56079608301016
"84981",0,2,0.130426034157697,"1990-1995","1995-2000",1,2190,"UN",61.365666619235,63.239928749221,"Infectious","EL SALVADOR",1.87426212998596,70.1165774535048,71.8693464321904,1.75276897868562
"85247",0,2,0.167315928884529,"1995-2000","2000-2005",1,2190,"UN",63.239928749221,64.5512856828623,"Infectious","EL SALVADOR",1.31135693364126,71.8693464321904,73.2044725592902,1.3351261270998
"85513",0,2,0.0815457017407151,"2000-2005","2005-2010",1,2190,"UN",64.5512856828623,65.8049139305932,"Infectious","EL SALVADOR",1.25362824773093,73.2044725592902,74.4401903565537,1.23571779726342
"85779",0,2,0.0601497464191755,"2005-2010","2010-2015",1,2190,"UN",65.8049139305932,67.1049904810801,"Infectious","EL SALVADOR",1.30007655048686,74.4401903565537,75.583215981324,1.14302562477032
"87109",0,2,0.17305147945873,"1990-1995","1995-2000",1,2250,"UN",60.2421187380083,62.4932921558333,"Infectious","GUATEMALA",2.25117341782495,66.1931158787871,69.2183280443985,3.02521216561144
"87375",0,2,0.169524361518456,"1995-2000","2000-2005",1,2250,"UN",62.4932921558333,64.9353292219262,"Infectious","GUATEMALA",2.44203706609289,69.2183280443985,71.4764566567551,2.25812861235656
"87641",0,2,0.10301228333498,"2000-2005","2005-2010",1,2250,"UN",64.9353292219262,66.0930305634188,"Infectious","GUATEMALA",1.15770134149265,71.4764566567551,72.5746816689544,1.09822501219932
"87907",0,2,0.13081270772481,"2005-2010","2010-2015",1,2250,"UN",66.0930305634188,67.2034037952316,"Infectious","GUATEMALA",1.11037323181282,72.5746816689544,73.6086921677723,1.03401049881792
"89237",0,2,0.791377601995689,"1990-1995","2005-2010",1,2280,"UN",64.934513857707,68.6015234237955,"Infectious","HONDURAS",3.66700956608848,69.1787242178154,72.8399409543454,3.66121673653002
"89503",0,2,0.0206600933279716,"2005-2010","2010-2015",1,2280,"UN",68.6015234237955,69.3272193349822,"Infectious","HONDURAS",0.725695911186747,72.8399409543454,73.5727174518694,0.732776497523972
"90301",0,2,0.161532094194679,"1990-1995","1995-2000",1,2310,"UN",68.2712430486116,70.4141588106672,"Infectious","MEXICO",2.14291576205568,73.3537192209442,74.729101349414,1.37538212846971
"90567",0,2,0.0680839843451544,"1995-2000","2000-2005",1,2310,"UN",70.4141588106672,71.5355806650281,"Infectious","MEXICO",1.12142185436082,74.729101349414,75.8989947353101,1.1698933858961
"90833",0,2,0.0209215988318285,"2000-2005","2005-2010",1,2310,"UN",71.5355806650281,71.9887332585451,"Infectious","MEXICO",0.45315259351699,75.8989947353101,76.1456189605126,0.246624225202524
"91099",0,2,0.0161457150962233,"2005-2010","2010-2015",1,2310,"UN",71.9887332585451,72.5978054082934,"Infectious","MEXICO",0.6090721497483,76.1456189605126,76.7340358416157,0.588416881103115
"92429",0,2,0.660207310730839,"1990-1995","1995-2000",1,2340,"UN",63.1943269916241,65.3947894960724,"Infectious","NICARAGUA",2.20046250444832,68.156664758376,70.2340261265401,2.07736136816409
"92695",0,2,0.261860046907052,"1995-2000","2000-2005",1,2340,"UN",65.3947894960724,67.1682165170679,"Infectious","NICARAGUA",1.77342702099548,70.2340261265401,72.4490592410336,2.21503311449347
"92961",0,2,0.06016329886744,"2000-2005","2005-2010",1,2340,"UN",67.1682165170679,68.7460010674878,"Infectious","NICARAGUA",1.57778455041989,72.4490592410336,74.0486764734869,1.59961723245333
"93227",0,2,0.0646250714488505,"2005-2010","2010-2015",1,2340,"UN",68.7460010674878,70.1804727522902,"Infectious","NICARAGUA",1.43447168480242,74.0486764734869,75.3301229097955,1.28144643630858
"94557",0,2,0.023203534522563,"1990-1995","1995-2000",1,2020,"UN",68.2930823628949,69.2640563871489,"Infectious","ARGENTINA",0.970974024253977,74.8305342460154,75.6845559973876,0.854021751372244
"94823",0,2,0.0419540524952005,"1995-2000","2000-2005",1,2020,"UN",69.2640563871489,70.1416803310799,"Infectious","ARGENTINA",0.877623943931027,75.6845559973876,76.567560432065,0.883004434677375
"95089",0,2,0.00578055100150069,"2000-2005","2005-2010",1,2020,"UN",70.1416803310799,70.7839300290613,"Infectious","ARGENTINA",0.642249697981342,76.567560432065,77.1460893630971,0.578528931032068
"95355",0,2,0.00705707605570334,"2005-2010","2010-2015",1,2020,"UN",70.7839300290613,71.4990954555203,"Infectious","ARGENTINA",0.71516542645908,77.1460893630971,77.734671645523,0.58858228242589
"96685",0,2,0.222033581620963,"1995-2000","2000-2005",1,2060,"UN",57.1618103894146,59.681526442051,"Infectious","BOLIVIA",2.51971605263632,60.9003779971196,63.6307314041274,2.73035340700782
"97217",0,2,0.159824890787036,"1990-1995","1995-2000",1,2070,"UN",62.4477569916981,64.8012756879212,"Infectious","BRAZIL",2.35351869622313,69.8555403666732,72.0585222730182,2.20298190634499
"97483",0,2,0.103459597906557,"1995-2000","2000-2005",1,2070,"UN",64.8012756879212,66.8363002653368,"Infectious","BRAZIL",2.03502457741561,72.0585222730182,73.8535572057499,1.7950349327317
"97749",0,2,0.055992046051346,"2000-2005","2005-2010",1,2070,"UN",66.8363002653368,68.2383998254408,"Infectious","BRAZIL",1.40209956010401,73.8535572057499,75.0492537459751,1.19569654022517
"98015",0,2,0.0370740217053797,"2005-2010","2010-2015",1,2070,"UN",68.2383998254408,69.579591339776,"Infectious","BRAZIL",1.34119151433518,75.0492537459751,76.1510088053831,1.10175505940805
"99345",0,2,0.0292388359314138,"1990-1995","1995-2000",1,2120,"UN",69.8741540456334,71.8341731884208,"Infectious","CHILE",1.96001914278743,75.611074207025,77.1901983568662,1.57912414984128
"99611",0,2,0.0176364122146666,"1995-2000","2000-2005",1,2120,"UN",71.8341731884208,73.4613569648881,"Infectious","CHILE",1.62718377646729,77.1901983568662,78.533759155099,1.34356079823279
"99877",0,2,0.0103253744943868,"2000-2005","2005-2010",1,2120,"UN",73.4613569648881,74.8462750977961,"Infectious","CHILE",1.38491813290804,78.533759155099,79.5936170356977,1.0598578805987
"100143",0,2,0.00118807135951734,"2005-2010","2010-2015",1,2120,"UN",74.8462750977961,76.033588610161,"Infectious","CHILE",1.18731351236484,79.5936170356977,80.4832038054211,0.889586769723365
"101473",0,2,0.0876756598794824,"1990-1995","1995-2000",1,2130,"UN",64.1586064543697,66.0347333506796,"Infectious","COLOMBIA",1.87612689630996,72.2217284742869,73.241875150396,1.02014667610912
"101739",0,2,0.048671678586416,"1995-2000","2000-2005",1,2130,"UN",66.0347333506796,67.4308470448368,"Infectious","COLOMBIA",1.39611369415718,73.241875150396,74.2487838385313,1.00690868813527
"102005",0,2,0.0361736406527361,"2000-2005","2005-2010",1,2130,"UN",67.4308470448368,68.3930666031054,"Infectious","COLOMBIA",0.962219558268629,74.2487838385313,75.0978470277784,0.849063189247175
"102271",0,2,0.0224693689081018,"2005-2010","2010-2015",1,2130,"UN",68.3930666031054,69.2439099755816,"Infectious","COLOMBIA",0.850843372476149,75.0978470277784,75.6953898570426,0.597542829264128
"103601",0,2,0.252387100083836,"1990-1995","1995-2000",1,2180,"UN",66.6842424811098,67.8214611802644,"Infectious","ECUADOR",1.13721869915457,71.626359750149,73.1937078618274,1.56734811167838
"103867",0,2,0.0939906446508496,"1995-2000","2000-2005",1,2180,"UN",67.8214611802644,69.101831251932,"Infectious","ECUADOR",1.2803700716676,73.1937078618274,74.5770637081979,1.38335584637055
"104133",0,2,0.084637941852312,"2000-2005","2005-2010",1,2180,"UN",69.101831251932,70.5116848925126,"Infectious","ECUADOR",1.40985364058061,74.5770637081979,75.6727011465774,1.09563743837943
"104399",0,2,0.037132433033373,"2005-2010","2010-2015",1,2180,"UN",70.5116848925126,71.5948854966318,"Infectious","ECUADOR",1.08320060411921,75.6727011465774,76.4568392391106,0.784138092533226
"105729",0,2,0.163513266913973,"1990-1995","1995-2000",1,2360,"UN",65.9140224124083,66.7112908004215,"Infectious","PARAGUAY",0.797268388013194,70.1440498306063,70.9244562662782,0.780406435671907
"105995",0,2,0.198979847195879,"1995-2000","2000-2005",1,2360,"UN",66.7112908004215,68.0630337080815,"Infectious","PARAGUAY",1.35174290766,70.9244562662782,71.9282066954629,1.00375042918471
"106261",0,2,0.149229047803137,"2000-2005","2005-2010",1,2360,"UN",68.0630337080815,68.9797956759942,"Infectious","PARAGUAY",0.916761967912763,71.9282066954629,72.7817877083197,0.853581012856836
"106527",0,2,0.0526854665670447,"2005-2010","2010-2015",1,2360,"UN",68.9797956759942,69.8945870326205,"Infectious","PARAGUAY",0.91479135662631,72.7817877083197,73.6234177964078,0.84163008808801
"107857",0,2,0.137202087022712,"1990-1995","1995-2000",1,2370,"UN",63.9555344940548,66.2612157046508,"Infectious","PERU",2.30568121059595,68.4410664283737,70.9250408482446,2.48397441987085
"108123",0,2,0.0347842954035713,"1995-2000","2000-2005",1,2370,"UN",66.2612157046508,68.3776436152088,"Infectious","PERU",2.116427910558,70.9250408482446,73.1921781590868,2.26713731084222
"108389",0,2,-0.00437026050977832,"2000-2005","2005-2010",1,2370,"UN",68.3776436152088,69.7551638627614,"Infectious","PERU",1.37752024755267,73.1921781590868,74.4885834644888,1.29640530540202
"108655",0,2,0.0369463572442717,"2005-2010","2010-2015",1,2370,"UN",69.7551638627614,70.6958404520217,"Infectious","PERU",0.940676589260292,74.4885834644888,75.2779928045787,0.78940934008989
"109985",0,2,0.0123778560962264,"1990-1995","1995-2000",1,2460,"UN",68.7996881931922,69.9595030936739,"Infectious","URUGUAY",1.15981490048178,75.6082366965449,76.488688050842,0.880451354297122
"110251",0,2,0.0187204196940627,"1995-2000","2000-2005",1,2460,"UN",69.9595030936739,71.0633817875864,"Infectious","URUGUAY",1.10387869391243,76.488688050842,77.3091329393572,0.820444888515226
"110517",0,2,0.0153626575061582,"2000-2005","2005-2010",1,2460,"UN",71.0633817875864,71.8898872064637,"Infectious","URUGUAY",0.826505418877375,77.3091329393572,77.322707442066,0.0135745027087921
"110783",0,2,0.0146499638673461,"2005-2010","2010-2015",1,2460,"UN",71.8898872064637,72.5191576412851,"Infectious","URUGUAY",0.629270434821379,77.322707442066,77.8416894600823,0.518982018016274
"112113",0,2,0.0500690687593362,"1996","2005",1,2020,"Lambda",67.5470787195364,69.4111263121003,"Infectious","ARGENTINA",1.86404759256394,74.1601213147126,75.4428780273991,1.28275671268651
"112645",0,2,0.0641869222619661,"1991","2006",1,2150,"Lambda",70.9766830954886,73.1637971815056,"Infectious","CUBA",2.18711408601695,74.1838778220849,76.5755076167194,2.39162979463443
"113177",0,2,0.0510023863843922,"2000","2008",1,2370,"Lambda",66.1787735388143,69.1360326365529,"Infectious","PERU",2.95725909773854,70.2824628043898,72.8578198460523,2.57535704166251
"113709",0,2,0.220141571809662,"1995","2005",1,2070,"Lambda",64.3612587995195,67.591751701186,"Infectious","BRAZIL",3.23049290166645,70.8000467928385,73.6675094415084,2.86746264866983
"114241",0,2,0.278241095566591,"1997","2006",1,2170,"Lambda",65.9003360971125,67.6317950248009,"Infectious","DOMINICAN REPUBLIC",1.73145892768842,71.1755583941165,72.6411151089652,1.46555671484876
"114773",0,2,0.148500707262065,"1995","2005",1,2310,"Lambda",66.7066037915545,69.6968060158405,"Infectious","MEXICO",2.99020222428601,71.9442539683994,74.118476334066,2.17422236566662
"115305",0,2,0.0449743823798456,"1990","2000",1,2460,"Lambda",67.4057702289164,68.7408721192464,"Infectious","URUGUAY",1.33510189032994,73.7777753232121,75.1404241434668,1.36264882025469
"115571",0,2,0.0138897139198466,"2000","2007",1,2460,"Lambda",68.7408721192464,70.1541074587041,"Infectious","URUGUAY",1.41323533945778,75.1404241434668,76.106948176521,0.966524033054171
"116369",0,2,0.0279890775823328,"1997","2006",1,2120,"Lambda",70.2687094788007,72.3402381481769,"Infectious","CHILE",2.07152866937622,75.6512788645599,77.3429380836778,1.69165921911788
"116901",0,2,0.196157918564055,"1995","2005",1,2180,"Lambda",65.9040431094522,69.3422555665412,"Infectious","ECUADOR",3.43821245708892,70.9818033340667,74.3445012869176,3.36269795285095
"117433",0,2,0.138138028026962,"2000","2007",1,2340,"Lambda",64.6143754938338,65.7742014213122,"Infectious","NICARAGUA",1.15982592747838,69.3649374953678,70.7078736555496,1.34293616018185
"117965",0,2,0.0603784489775214,"1999","2008",1,2130,"Lambda",65.94961475479,69.0626322831316,"Infectious","COLOMBIA",3.11301752834154,72.7469845465182,75.0430666573964,2.29608211087819
"118497",0,2,0.233741368969927,"1999","2008",1,2190,"Lambda",61.1475143215502,62.8214449004135,"Infectious","EL SALVADOR",1.67393057886321,70.6137795815649,72.3793784314147,1.76559884984979
"119029",0,2,0.0147909708917017,"1992","2005",1,2140,"Lambda",71.4628011192538,72.917303688854,"Infectious","COSTA RICA",1.45450256960018,75.4832868764638,77.2877951105568,1.80450823409295
"119561",0,2,0.245317717576902,"1998","2005",1,2250,"Lambda",61.1829569470106,64.1125456202102,"Infectious","GUATEMALA",2.92958867319963,66.9591967728931,69.3151719582245,2.35597518533136
"120093",0,2,0.318508254098511,"1997","2006",1,2360,"Lambda",65.1255119049184,68.0230547832519,"Infectious","PARAGUAY",2.89754287833351,69.0610440287155,71.8832276663654,2.82218363764993
